lifetime_gross,rank,studio,title,year
104636382,623,BV,Phenomenon,1996
104565114,624,Uni.,American Wedding,2003
104454762,625,DW,Road to Perdition,2002
104400899,626,BV,The Princess and the Frog,2009
104386950,627,Fox,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010
104297061,628,SonR,Daddy Day Care,2003
104028807,629,Par.,Paranormal Activity 3,2011
103860290,630,WB (NL),Journey 2: The Mysterious Island,2012
103738726,631,BV,Dick Tracy,1990
103543455,632,Par.,Daddy's Home 2,2017
103412758,633,P/DW,Rise of the Guardians,2012
103365956,634,P/DW,Dreamgirls,2006
103290500,635,Fox,9 to 5,1980
103144286,636,Fox,Independence Day: Resurgence,2016
103068524,637,LGF,The Expendables,2010
103046663,638,Dim.,Scream,1996
103028109,639,Sony,Just Go With It,2011
102705852,640,Par.,The General's Daughter,1999
102610330,641,Mira.,The Aviator,2004
102561004,642,Uni.,American Pie,1999
102543518,643,Fox,Daredevil,2003
102515793,644,Sony,The Girl with the Dragon Tattoo (2011),2011
102491776,645,Uni.,The Mummy: Tomb of the Dragon Emperor,2008
102470008,646,WB (NL),The Conjuring 2,2016
102427862,647,Fox,The Maze Runner,2014
102314823,648,Col.,In the Line of Fire,1993
102308889,649,Fox,Butch Cassidy and the Sundance Kid,1969
102303321,650,Fox,Murder on the Orient Express (2017),2017
102272727,651,Dis.,Mary Poppins,1964
102247150,652,RKO,Bambi,1942
102092201,653,WB (NL),Annabelle: Creation,2017
102003019,654,Par.,Jackass Presents: Bad Grandpa,2013
101802906,655,WB,Pacific Rim,2013
101704370,656,WB (NL),Journey to the Center of the Earth,2008
101648571,657,BV,Gone in 60 Seconds,2000
101631272,658,WB,Maverick,1994
101599005,659,Fox,Sleeping with the Enemy,1991
101530738,660,Sony,The Equalizer,2014
101470202,661,Sony,This is the End,2013
101440743,662,P/DW,Eagle Eye,2008
101413188,663,DW,The Prince of Egypt,1998
101363301,664,Dim.,Scream 2,1997
101300000,665,Col.,Stir Crazy,1980
101295562,666,WB,Eraser,1996
101200044,667,Par.,Noah,2014
101157447,668,WB,Unforgiven,1992
101149285,669,Uni.,The Cat in the Hat,2003
101117573,670,BV,Con Air,1997
101071502,671,Par.,Sleepy Hollow,1999
101005703,672,DW,Collateral,2004
100920329,673,WB,Contact,1997
100830111,674,Sony,Charlie's Angels: Full Throttle,2003
100768056,675,WB,The Pelican Brief,1993
100618344,676,Par.,Vanilla Sky,2001
100546139,677,Par.,Arrival,2016
100539043,678,WB,Due Date,2010
100535230,679,Uni.,Pitch Perfect 3,2017
100494675,680,Par.,The Rugrats Movie,1998
100492203,681,WB,Million Dollar Baby,2004
100489151,682,Uni.,Airport,1970
100475249,683,Sony,Jumanji,1995
100468793,684,Sony,Step Brothers,2008
100462298,685,Uni.,Evan Almighty,2007
100328194,686,Uni.,Casper,1995
100317794,687,Mira.,Shakespeare in Love,1998
100292856,688,Sony,Bad Teacher,2011
100246011,689,WB,Yogi Bear,2010
100240551,690,Uni.,Cowboys & Aliens,2011
100234838,691,Fox,Kingsman: The Golden Circle,2017
100206256,692,WB,Edge of Tomorrow,2014
100138851,693,BV,The Hunchback of Notre Dame,1996
100125643,694,NL,Seven,1995
100047830,695,Uni.,Parenthood,1989
100018837,696,Sony,You Don't Mess with the Zohan,2008
100014699,697,Sony,Passengers (2016),2016
100012499,698,Fox,Die Hard: With A Vengeance,1995
99967670,699,BV,Gnomeo and Juliet,2011
99112101,700,BV,Hercules,1997
98925640,701,FD,Olympus Has Fallen,2013
98780042,702,Sony,The Green Hornet,2011
98711404,703,Fox,Date Night,2010
98467863,704,WB,The Color Purple,1985
97822171,705,BV,Meet the Robinsons,2007
97690976,706,WB,Yes Man,2008
97685686,707,Sony,Sausage Party,2016
97403112,708,BV,Inspector Gadget,1999
97104620,709,Uni.,Public Enemies,2009
96962694,710,Sony,The Social Network,2010
96522687,711,Mira.,The Others,2001
96520674,712,MGM,Legally Blonde,2001
96397334,713,Sony,Panic Room,2002
96065768,714,Uni.,Schindler's List,1993
95860116,715,BV,Dead Poets Society,1989
95720716,716,Sony,Zero Dark Thirty,2012
95673607,717,P/DW,Norbit,2007
95636509,718,Mira.,Cold Mountain,2003
95461682,719,WB,Arthur,1981
95347692,720,WB (NL),Sex and the City 2,2010
95318203,721,NL,Michael,1996
95170481,722,BV,The Princess Diaries 2: Royal Engagement,2004
95020213,723,WB,42,2013
95011339,724,BV,Unbreakable,2000
94835059,725,WB,The Book of Eli,2010
94784201,726,WB,"10,000 B.C.",2008
94514402,727,BV,Beverly Hills Chihuahua,2008
94213184,728,Par.,Saturday Night Fever,1977
94125426,729,Sony,Julie & Julia,2009
94095523,730,Sony,The Mask of Zorro,1998
94011225,731,SonR,Maid in Manhattan,2002
93953653,732,WB (NL),He's Just Not That Into You,2009
93927920,733,Fox,Master and Commander: The Far Side of the World,2003
93772375,734,Par.,Flight,2012
93617009,735,Par.,The Fighter,2010
93607673,736,SonR,America's Sweethearts,2001
93602326,737,Dis.,Lady and the Tramp,1955
93466502,738,WB,The Bucket List,2007
93436322,739,BV,Tomorrowland,2015
93432655,740,Sony,The Magnificent Seven (2016),2016
93385515,741,WB,Cats & Dogs,2001
93354851,742,WB,Two Weeks Notice,2002
93313830,743,Imax,Space Station 3-D (IMAX),2002
93149898,744,Uni.,Red Dragon,2002
93141149,745,Dis.,Cinderella (1950),1950
93050117,746,TriS,Elysium,2013
92977226,747,BV,Flubber,1997
92921203,748,Par.,Flashdance,1983
92823546,749,Col.,When Harry Met Sally...,1989
92186262,750,WB,The Town,2010
92168600,751,Uni.,Non-Stop,2014
92115211,752,WB,The Client,1994
92029184,753,LG/S,John Wick: Chapter Two,2017
92027888,754,Par.,Star Trek: First Contact,1996
92001208,755,WB,Blade Runner 2049,2017
91547205,756,SGem,Think Like a Man,2012
91457688,757,Uni.,Kindergarten Cop,1990
91443253,758,TriS,Heaven is for Real,2014
91411151,759,DW,The Haunting,1999
91387195,760,BV,Crimson Tide,1995
91258000,761,Orion,Back to School,1986
91221830,762,Uni.,Ride Along 2,2016
91137662,763,Sony,Stepmom,1998
91125683,764,Wein.,The Imitation Game,2014
91057006,765,Par.,Save the Last Dance,2001
91047077,766,Uni.,The Scorpion King,2002
90815558,767,Col.,The Karate Kid,1984
90759676,768,BV,Prince of Persia: The Sands of Time,2010
90757863,769,DW,Antz,1998
90710620,770,W/Dim.,Scary Movie 4,2006
90648202,771,BV,The Game Plan,2007
90570999,772,Fox,"Me, Myself and Irene",2000
90559416,773,BV,High School Musical 3: Senior Year,2008
90508336,774,LGF,Tyler Perry's Madea Goes to Jail,2009
90464773,775,WB,Space Cowboys,2000
90418342,776,WB,Space Jam,1996
90411453,777,WB,Get Hard,2015
90404800,778,Par.,Trading Places,1983
90380162,779,Sum.,Red,2010
90288712,780,BV,Planes,2013
90186328,781,MGM,"Legally Blonde 2: Red, White and Blonde",2003
90135191,782,WB,Mystic River,2003
89760956,783,Par.,Terminator: Genisys,2015
89707299,784,BV,Flightplan,2005
89325780,785,BV,Father of the Bride,1991
89302687,786,BV,The Emperor's New Groove,2000
89302115,787,BV,The Lone Ranger,2013
89256424,788,Fox,Taken 3,2015
89217875,789,SGem,Don't Breathe,2016
89143175,790,Dim.,Scream 3,2000
89107235,791,Uni.,Oblivion,2013
88915214,792,Sony,The Ugly Truth,2009
88768303,793,Fox,Percy Jackson & The Olympians: The Lightning Thief,2010
88715192,794,Par.,Failure to Launch,2006
88631237,795,BV,The Muppets,2011
88513495,796,Uni.,Inside Man,2006
88246220,797,Uni.,Waterworld,1995
88237754,798,WB,Starsky and Hutch,2004
88097164,799,Uni.,Along Came Polly,2004
88036683,800,BV,The Hand That Rocks the Cradle,1992
87727583,801,Uni.,Back to the Future Part III,1990
87704396,802,Fox,Entrapment,1999
87404651,803,Dis.,Peter Pan,1953
87341380,804,Sony,Pineapple Express,2008
87242834,805,Fox,Miss Peregrine's Home for Peculiar Children,2016
87178599,806,MFF,Everest (IMAX),1998
87071205,807,Uni.,Out of Africa,1985
87044645,808,Uni.,Sisters,2015
87039965,809,Lions,Saw II,2005
86930411,810,Par.,The Naked Gun 2 1/2: The Smell of Fear,1991
86907746,811,WB,The Campaign,2012
86888546,812,Fox,The War of the Roses,1989
86432000,813,AIP,The Amityville Horror,1979
86303188,814,WB,Presumed Innocent,1990
86273333,815,Fox,Young Frankenstein,1974
86260045,816,WB,The Accountant,2016
86208010,817,Uni.,Dumb and Dumber To,2014
86089513,818,Sony,The Emoji Movie,2017
86058055,819,Par.,Mean Girls,2004
85911262,820,Sony,Annie (2014),2014
85886987,821,Fox,Alvin and the Chipmunks: The Road Chip,2015
85846429,822,Dim.,Spy Kids 2: The Island of Lost Dreams,2002
85817906,823,Sony,Fury (2014),2014
85744662,824,WB,Pokemon: The First Movie,1999
85468508,825,BV,Real Steel,2011
85417988,826,Par.,The SpongeBob SquarePants Movie,2004
85364450,827,LGF,Power Rangers (2017),2017
85336277,828,BV,Brother Bear,2003
85297000,829,Col.,Stripes,1981
85288303,830,DW,Anchorman: The Legend of Ron Burgundy,2004
85196485,831,WB,Every Which Way But Loose,1978
85182160,832,UA,Rocky II,1979
85160248,833,Fox,Aliens,1986
85105259,834,Sony,Open Season,2006
85028192,835,LGF,The Expendables 2,2012
84919401,836,BV,Dangerous Minds,1995
84752907,837,Par.,Paranormal Activity 2,2010
84563118,838,Fox,The Poseidon Adventure,1972
84525432,839,WB (NL),Tammy,2014
84500122,840,BV,The Santa Clause 3: The Escape Clause,2006
84351197,841,WB,"Crazy, Stupid, Love.",2011
84273813,842,WB (NL),Annabelle,2014
84254167,843,Dis.,Pinocchio,1940
84216833,844,WB,Scooby-Doo 2: Monsters Unleashed,2004
84056472,845,BV,Atlantis: The Lost Empire,2001
84049211,846,TriS,Cliffhanger,1993
83911193,847,Fox,The Other Woman (2014),2014
83898313,848,Fox,The X-Files,1998
83823381,849,Par.,Up in the Air,2009
83759091,850,TriS,Steel Magnolias,1989
83670083,851,WB,Wrath of the Titans,2012
83586447,852,FD,Insidious Chapter 2,2013
83563139,853,WB,Under Siege,1992
83552429,854,Sony,Battle: Los Angeles,2011
83504017,855,Rela.,Immortals,2011
83471511,856,MGM,Apocalypse Now,1979
83453539,857,Par.,Airplane!,1980
83351587,858,Par.,Patriot Games,1992
83350911,859,Fox,Penguins of Madagascar,2014
83301580,860,BV,Saving Mr. Banks,2013
83077833,861,UA,Valkyrie,2008
83043761,862,Focus,Brokeback Mountain,2005
83028128,863,Fox,Turbo,2013
83015089,864,WB,Disclosure,1994
83008852,865,Fox,Die Hard,1988
82985708,866,Par.,Charlotte's Web (2006),2006
82931301,867,NL,Monster-in-Law,2005
82674398,868,SonR,Are We There Yet?,2005
82670733,869,Par.,Days of Thunder,1990
82622655,870,NL,Freddy Vs. Jason,2003
82584160,871,FoxS,The Descendants,2011
82571173,872,Fox,Cheaper by the Dozen 2,2005
82569971,873,BV,Mr. Holland's Opus,1995
82522790,874,Col.,Bram Stoker's Dracula,1992
82418501,875,Uni.,Fried Green Tomatoes,1991
82390774,876,Fox,Let's Be Cops,2014
82348319,877,NL,Blade II,2002
82280579,878,Par.,Beowulf,2007
82272442,879,BV,Bridge to Terabithia,2007
82258456,880,Par.,Star Trek: The Motion Picture,1979
82226474,881,Sony,The Pink Panther (2006),2006
82051601,882,Par.,Teenage Mutant Ninja Turtles: Out of the Shadows,2016
81766007,883,Uni.,Jaws 2,1978
81697192,884,Fox,Maze Runner: The Scorch Trials,2015
81640278,885,Par.,Heaven Can Wait (1978),1978
81612565,886,BV,Eight Below,2006
81600000,887,Fox,M.A.S.H.,1970
81562942,888,Fox,Unstoppable,2010
81526121,889,Par.,Payback,1999
81476385,890,Uni.,Ted 2,2015
81298265,891,Par.,The Talented Mr. Ripley,1999
81261177,892,Par.,School of Rock,2003
81198894,893,WB,Police Academy,1984
81172560,894,BV,Snow Dogs,2002
81159365,895,Sony,21,2008
81057016,896,BV,While You Were Sleeping,1995
81022101,897,Par.,Congo,1995
81001787,898,NL,The Notebook,2004
80936232,899,Par.,Jimmy Neutron: Boy Genius,2001
80931801,900,Fox,Alien,1979
80818974,901,Par.,Another 48 HRS.,1990
80640528,902,MGM,Moonstruck,1987
80574010,903,Sony,Eat Pray Love,2010
80571655,904,NL,The Texas Chainsaw Massacre,2003
80360843,905,Sony,Zookeeper,2011
80282231,906,Fox,Alien Vs. Predator,2004
80277646,907,Fox,What Happens in Vegas,2008
80270227,908,WB,The Dukes of Hazzard,2005
80245725,909,NL,The Wedding Singer,1998
80238724,910,LGF,Saw III,2006
80227895,911,Uni.,The Mummy (2017),2017
80209692,912,P/DW,Disturbia,2007
80197993,913,Par.,Nacho Libre,2006
80172128,914,Fox,Jumper,2008
80080379,915,Sony,Goosebumps,2015
80070736,916,Par.,Jack Reacher,2012
80048433,917,Par.,Cloverfield,2008
80035402,918,Par.,Footloose,1984
80014842,919,SGem,Dear John,2010
80000000,920,WB,A Star Is Born (1976),1976
79957634,921,Sum.,Knowing,2009
79884879,922,BV,War Horse,2011
79817937,923,Par.,The Golden Child,1986
79727149,924,WB,Dark Shadows,2012
79666653,925,Uni.,Earthquake,1974
79576189,926,BV,Hannah Montana The Movie,2009
79567667,927,MGM,WarGames,1983
79366978,928,Fox,The Day the Earth Stood Still (2008),2008
79249455,929,Rela.,Limitless,2011
79213375,930,Uni.,The Purge: Election Year,2016
79172376,931,Fox,Ferdinand,2017
79091969,932,Uni.,Cape Fear,1991
78912963,933,Par.,Star Trek II: The Wrath of Khan,1982
78868508,934,Par.,48 HRS.,1982
78756177,935,Par.,The Naked Gun: From the Files of Police Squad!,1988
78747585,936,Sony,Pixels,2015
78685114,937,WB,City of Angels,1998
78676425,938,Mira.,The English Patient,1996
78656813,939,NL,Teenage Mutant Ninja Turtles II,1991
78616689,940,WB,A.I. Artificial Intelligence,2001
78222753,941,BV,Cocktail,1988
78122718,942,Par.,We Were Soldiers,2002
78046570,943,Uni.,Tower Heist,2011
78031620,944,Sony,The Monuments Men,2014
78000000,945,WB,Hooper,1978
77911774,946,Fox,Man on Fire,2004
77872883,947,DW,The Terminal,2004
77868585,948,Uni.,Backdraft,1991
77812000,949,Mira.,Gangs of New York,2002
77698625,950,WB,Free Willy,1993
77591831,951,Par.,The Adventures of Tintin,2011
77446440,952,TriS,Philadelphia,1993
77437223,953,WIP,March of the Penguins,2005
77267296,954,Fox,Parental Guidance,2012
77233467,955,WB,Where the Wild Things Are,2009
77222099,956,Fox,The A-Team,2010
77122415,957,Uni.,U-571,2000
77041381,958,BV,Alice Through the Looking Glass,2016
76808654,959,Fox,27 Dresses,2008
76631907,960,WB,Training Day,2001
76606280,961,MGM,Poltergeist,1982
76594107,962,BV,Father of the Bride Part II,1995
76572238,963,Fox,Romancing the Stone,1984
76507756,964,Par.,Rugrats in Paris: The Movie,2000
76471046,965,Par.,Star Trek III: The Search for Spock,1984
76423035,966,Fox,Knight & Day,2010
76408097,967,Dis.,Fantasia,1941
76271832,968,W/Dim.,Paddington,2015
76270454,969,Par.,The Untouchables,1987
76253806,970,Fox,White Men Can't Jump,1992
76233151,971,BV,Pete's Dragon (2016),2016
76231249,972,DW,The Ring Two,2005
76113124,973,Fox,Cocoon,1985
75986503,974,Uni.,Hellboy II: The Golden Army,2008
75982834,975,WB,Conspiracy Theory,1997
75976178,976,WB,Constantine,2005
75973200,977,Fox,The Jewel of the Nile,1985
75847266,978,BV,The Haunted Mansion,2003
75793305,979,Uni.,The Family Man,2000
75782105,980,MGM,Barbershop,2002
75764672,981,WB,The Intern,2015
75671125,982,Par.,Star Trek: Generations,1994
75658097,983,WB,Contagion,2011
75628110,984,Uni.,"You, Me and Dupree",2006
75624550,985,Fox,We Bought a Zoo,2011
75612460,986,Uni.,2 Guns,2013
75609945,987,Par.,Braveheart,1995
75605492,988,Sony,Moneyball,2011
75600072,989,BV,The Rookie,2002
75590286,990,Sony,Zombieland,2009
75585093,991,DW,Old School,2003
75530832,992,WB,Any Given Sunday,1999
75505856,993,Fox,The Last of the Mohicans,1992
75468583,994,LG/S,The Hitman's Bodyguard,2017
75395035,995,Uni.,The Girl on the Train (2016),2016
75383563,996,BV,The Horse Whisperer,1998
75369589,997,Fox,Garfield: The Movie,2004
75331600,998,Uni.,Ray,2004
75286229,999,Focus,Coraline,2009
75082668,1000,BV,Tim Burton's The Nightmare Before Christmas,1993
75072454,1001,SGem,The Exorcism of Emily Rose,2005
75030163,1002,Fox,Eragon,2006
74888996,1003,Par.,Star Trek VI: The Undiscovered Country,1991
74865517,1004,WB,10,1979
74787599,1005,Col.,The Prince of Tides,1991
74541707,1006,BV,Ladder 49,2004
74494381,1007,Par.,Four Brothers,2005
74339294,1008,BV,"Six Days, Seven Nights",1998
74283625,1009,Mira.,No Country for Old Men,2007
74262031,1010,Fox,Alien: Covenant,2017
74158157,1011,Sony,Jack and Jill,2011
74151346,1012,BV,Oliver & Company,1988
74103820,1013,Dim.,Sin City,2005
74078174,1014,Par.,Along Came a Spider,2001
74000000,1015,MGM,Ben-Hur,1959
73921000,1016,Fox,Captain Underpants: The First Epic Movie,2017
73864507,1017,Par.,Hugo,2011
73780539,1018,SonR,Christmas with the Kranks,2004
73707461,1019,WB,Beetlejuice,1988
73691419,1020,Uni.,The Jerk,1979
73661010,1021,Sony,Monster House,2006
73648142,1022,WB,Deep Blue Sea,1999
73357727,1023,Over.,Law Abiding Citizen,2009
73280117,1024,DW,Spirit: Stallion of the Cimarron,2002
73209340,1025,Sony,Hollow Man,2000
73206343,1026,LGF,Boo! A Madea Halloween,2016
73103784,1027,Sony,White House Down,2013
73078100,1028,BV,John Carter,2012
73034460,1029,P/DW,Hotel for Dogs,2009
73026337,1030,P/DW,Dinner for Schmucks,2010
73013910,1031,Par.,Justin Bieber: Never Say Never,2011
72778712,1032,Par.,Jackass: Number Two,2006
72708161,1033,Uni.,The Interpreter,2005
72688614,1034,Par.,Hercules (2014),2014
72679278,1035,WB,Storks,2016
72637803,1036,Par.,Barnyard: The Original Party Animals,2006
72586134,1037,Sony,I Know What You Did Last Summer,1997
72313754,1038,BV,Bridge of Spies,2015
72286779,1039,WB,Dolphin Tale,2011
72266306,1040,Sony,Vantage Point,2008
72217396,1041,WB,Ace Ventura: Pet Detective,1994
72179579,1042,Fox,The Cannonball Run,1981
72110659,1043,STX,A Bad Moms Christmas,2017
72101622,1044,MGM,Get Shorty,1995
72091016,1045,Sony,Michael Jackson's This Is It,2009
72082998,1046,Par.,10 Cloverfield Lane,2016
72006777,1047,WB,Fred Claus,2007
72000000,1048,WB,My Fair Lady,1964
71985628,1049,MGM/W,1408,2007
71962800,1050,Uni.,The Purge: Anarchy,2014
71756802,1051,NL,John Q.,2002
71726025,1052,Sony,RV,2006
71628180,1053,Uni.,Mama,2013
71624879,1054,BV,Ruthless People,1986
71609321,1055,BV,Three Men and a Little Lady,1990
71583916,1056,DW,Galaxy Quest,1999
71567262,1057,MGM,Stargate,1994
71543427,1058,Mira.,Bridget Jones's Diary,2001
71518503,1059,WB,Grumpier Old Men,1995
71516617,1060,WB,The Bridges of Madison County,1995
71509363,1061,Mira.,Chocolat,2000
71503593,1062,FoxS,Sideways,2004
71440011,1063,P/DW,"I Love You, Man",2009
71349120,1064,Rela.,Safe Haven,2013
71319526,1065,WB,Christmas Vacation,1989
71308997,1066,Mira.,Scary Movie 2,2001
71215869,1067,Dis.,The Rescuers,1977
71195053,1068,Par.,The Spiderwick Chronicles,2008
71107711,1069,Par.,The Score,2001
71079915,1070,BV,Turner & Hooch,1989
71038190,1071,Sony,Paul Blart: Mall Cop 2,2015
71017784,1072,Sony,The Smurfs 2,2013
70978012,1073,Uni.,Bird on a Wire,1990
70906973,1074,Col.,Groundhog Day,1993
70839203,1075,Fox,Shallow Hal,2001
70831760,1076,Sony,White Chicks,2004
70770147,1077,Fox,Broken Arrow (1996),1996
70687344,1078,WB,Any Which Way You Can,1980
70662220,1079,Par.,No Strings Attached,2011
70600000,1080,WB,All the President's Men,1976
70525195,1081,Uni.,The Best Man Holiday,2013
70511035,1082,WB,V for Vendetta,2006
70454098,1083,NL,Mortal Kombat,1995
70405498,1084,WB,JFK,1991
70334258,1085,Par.,Shaft,2000
70308099,1086,MGM,Moonraker,1979
70278893,1087,Par.,World Trade Center,2006
70270943,1088,MGM,Rocky Balboa,2006
70261052,1089,WB,Purple Rain,1984
70259870,1090,Par.,The Big Short,2015
70231041,1091,WB,Fool's Gold,2008
70187658,1092,Par.,Star Trek: Insurrection,1998
70172621,1093,WB,Grumpy Old Men,1993
70165972,1094,Fox,Big Momma's House 2,2006
70136369,1095,Par.,Ferris Bueller's Day Off,1986
70107728,1096,NL,The Golden Compass,2007
70099045,1097,Mira.,Kill Bill Vol. 1,2003
70087718,1098,NL,Blade,1998
70052444,1099,Par.,Boomerang,1992
70012847,1100,Rela.,Act of Valor,2012
70001698,1101,Uni.,Born on the Fourth of July,1989
69951824,1102,Sony,Seven Pounds,2008
69847348,1103,WB,Private Benjamin,1980
69821334,1104,BV,Splash,1984
69772969,1105,WB,Swordfish,2001
69701637,1106,Uni.,The Best Little Whorehouse in Texas,1982
69691949,1107,BV,Disney's The Kid,2000
69684532,1108,Fox,Nine Months,1995
